LAMBDA,G,G_err,BP,BP_err,RP,RP_err
7847.5,5.30655565e-01,1.30504706e-02,0.00,0.00,7.07916777e-01,3.14316316e-02
7850,5.30065249e-01,1.29875544e-02,0.00,0.00,7.07520994e-01,3.14323997e-02
7852.5,5.29563543e-01,1.29828631e-02,0.00,0.00,7.06918318e-01,3.18669648e-02
7855,5.29061837e-01,1.29781793e-02,0.00,0.00,7.06315836e-01,3.23013503e-02
7857.5,5.28560132e-01,1.29735030e-02,0.00,0.00,7.05713548e-01,3.27355555e-02
7860,5.28058426e-01,1.29688341e-02,0.00,0.00,7.05111455e-01,3.31695800e-02
7862.5,5.27521869e-01,1.29432479e-02,0.00,0.00,7.04687891e-01,3.33766310e-02
7865,5.26985312e-01,1.29176704e-02,0.00,0.00,7.04264358e-01,3.35836695e-02
7867.5,5.26448755e-01,1.28921015e-02,0.00,0.00,7.03840856e-01,3.37906953e-02
7870,5.25912198e-01,1.28665414e-02,0.00,0.00,7.03417385e-01,3.39977083e-02
7872.5,5.25424109e-01,1.28740589e-02,0.00,0.00,7.02795150e-01,3.45096900e-02
7875,5.24936020e-01,1.28815822e-02,0.00,0.00,7.02173115e-01,3.50214619e-02
7877.5,5.24447931e-01,1.28891113e-02,0.00,0.00,7.01551281e-01,3.55330237e-02
7880,5.23959842e-01,1.28966461e-02,0.00,0.00,7.00929648e-01,3.60443749e-02
7882.5,5.23489467e-01,1.29153596e-02,0.00,0.00,7.00393574e-01,3.64955579e-02
7885,5.23019092e-01,1.29340779e-02,0.00,0.00,6.99857599e-01,3.69466511e-02
7887.5,5.22548716e-01,1.29528009e-02,0.00,0.00,6.99321723e-01,3.73976540e-02
7890,5.22078341e-01,1.29715286e-02,0.00,0.00,6.98785946e-01,3.78485664e-02
7892.5,5.21473495e-01,1.29073043e-02,0.00,0.00,6.98417698e-01,3.79562073e-02
7895,5.20868650e-01,1.28430914e-02,0.00,0.00,6.98049437e-01,3.80638535e-02
7897.5,5.20263805e-01,1.27788899e-02,0.00,0.00,6.97681161e-01,3.81715051e-02
7900,5.19658959e-01,1.27147000e-02,0.00,0.00,6.97312872e-01,3.82791621e-02
7902.5,5.19128155e-01,1.26982493e-02,0.00,0.00,6.96856631e-01,3.84983253e-02
7905,5.18597351e-01,1.26818051e-02,0.00,0.00,6.96400442e-01,3.87174630e-02
7907.5,5.18066546e-01,1.26653672e-02,0.00,0.00,6.95944305e-01,3.89365751e-02
7910,5.17535742e-01,1.26489357e-02,0.00,0.00,6.95488220e-01,3.91556617e-02
7912.5,5.17080946e-01,1.26797586e-02,0.00,0.00,6.94902084e-01,3.99256107e-02
7915,5.16626151e-01,1.27105854e-02,0.00,0.00,6.94316005e-01,4.06954915e-02
7917.5,5.16171355e-01,1.27414162e-02,0.00,0.00,6.93729983e-01,4.14653034e-02
7920,5.15716559e-01,1.27722509e-02,0.00,0.00,6.93144019e-01,4.22350457e-02
7922.5,5.15215127e-01,1.27724672e-02,0.00,0.00,6.92638766e-01,4.25521999e-02
7925,5.14713695e-01,1.27726890e-02,0.00,0.00,6.92133587e-01,4.28693051e-02
7927.5,5.14212263e-01,1.27729164e-02,0.00,0.00,6.91628480e-01,4.31863611e-02
7930,5.13710831e-01,1.27731493e-02,0.00,0.00,6.91123447e-01,4.35033679e-02
7932.5,5.13077334e-01,1.26899302e-02,0.00,0.00,6.90717417e-01,4.35907864e-02
7935,5.12443837e-01,1.26067287e-02,0.00,0.00,6.90311393e-01,4.36782047e-02
7937.5,5.11810340e-01,1.25235452e-02,0.00,0.00,6.89905376e-01,4.37656228e-02
7940,5.11176842e-01,1.24403800e-02,0.00,0.00,6.89499364e-01,4.38530408e-02
7942.5,5.10507469e-01,1.23335168e-02,0.00,0.00,6.89072570e-01,4.35026173e-02
7945,5.09838096e-01,1.22266793e-02,0.00,0.00,6.88645887e-01,4.31523202e-02
7947.5,5.09168723e-01,1.21198684e-02,0.00,0.00,6.88219314e-01,4.28021494e-02
7950,5.08499350e-01,1.20130846e-02,0.00,0.00,6.87792851e-01,4.24521049e-02
7952.5,5.07946479e-01,1.19795958e-02,0.00,0.00,6.87346147e-01,4.29247594e-02
7955,5.07393608e-01,1.19461180e-02,0.00,0.00,6.86899362e-01,4.33974940e-02
7957.5,5.06840736e-01,1.19126514e-02,0.00,0.00,6.86452496e-01,4.38703087e-02
7960,5.06287865e-01,1.18791959e-02,0.00,0.00,6.86005549e-01,4.43432033e-02
7962.5,5.05730296e-01,1.18416167e-02,0.00,0.00,6.85566980e-01,4.44854419e-02
7965,5.05172728e-01,1.18040502e-02,0.00,0.00,6.85128422e-01,4.46276781e-02
7967.5,5.04615159e-01,1.17664964e-02,0.00,0.00,6.84689876e-01,4.47699118e-02
7970,5.04057591e-01,1.17289555e-02,0.00,0.00,6.84251341e-01,4.49121431e-02
7972.5,5.03554170e-01,1.17257080e-02,0.00,0.00,6.83737844e-01,4.56186510e-02
7975,5.03050750e-01,1.17224682e-02,0.00,0.00,6.83224258e-01,4.63252761e-02
7977.5,5.02547330e-01,1.17192362e-02,0.00,0.00,6.82710582e-01,4.70320180e-02
7980,5.02043910e-01,1.17160120e-02,0.00,0.00,6.82196816e-01,4.77388765e-02
7982.5,5.01377904e-01,1.16092102e-02,0.00,0.00,6.82042363e-01,4.74910765e-02
7985,5.00711898e-01,1.15024443e-02,0.00,0.00,6.81887718e-01,4.72431319e-02
7987.5,5.00045892e-01,1.13957151e-02,0.00,0.00,6.81732883e-01,4.69950428e-02
7990,4.99379886e-01,1.12890238e-02,0.00,0.00,6.81577857e-01,4.67468091e-02
7992.5,4.98736616e-01,1.11940171e-02,0.00,0.00,6.81111973e-01,4.68654067e-02
7995,4.98093347e-01,1.10990456e-02,0.00,0.00,6.80646119e-01,4.69839973e-02
7997.5,4.97450077e-01,1.10041101e-02,0.00,0.00,6.80180294e-01,4.71025810e-02
8000,4.96806808e-01,1.09092117e-02,0.00,0.00,6.79714499e-01,4.72211577e-02
8002.5,4.96168933e-01,1.08182312e-02,0.00,0.00,6.79366581e-01,4.71319761e-02
8005,4.95531059e-01,1.07272876e-02,0.00,0.00,6.79018614e-01,4.70427837e-02
8007.5,4.94893184e-01,1.06363820e-02,0.00,0.00,6.78670600e-01,4.69535805e-02
8010,4.94255309e-01,1.05455154e-02,0.00,0.00,6.78322537e-01,4.68643665e-02
8012.5,4.93739189e-01,1.05273510e-02,0.00,0.00,6.77927402e-01,4.74587326e-02
8015,4.93223069e-01,1.05091983e-02,0.00,0.00,6.77532013e-01,4.80533712e-02
8017.5,4.92706950e-01,1.04910573e-02,0.00,0.00,6.77136370e-01,4.86482821e-02
8020,4.92190830e-01,1.04729281e-02,0.00,0.00,6.76740474e-01,4.92434652e-02
8022.5,4.91718629e-01,1.04811255e-02,0.00,0.00,6.76282091e-01,4.98888251e-02
8025,4.91246428e-01,1.04893292e-02,0.00,0.00,6.75823535e-01,5.05343860e-02
8027.5,4.90774228e-01,1.04975392e-02,0.00,0.00,6.75364805e-01,5.11801477e-02
8030,4.90302027e-01,1.05057555e-02,0.00,0.00,6.74905900e-01,5.18261101e-02
8032.5,4.89682073e-01,1.04205120e-02,0.00,0.00,6.74500880e-01,5.18713737e-02
8035,4.89062118e-01,1.03353060e-02,0.00,0.00,6.74095843e-01,5.19166397e-02
8037.5,4.88442164e-01,1.02501386e-02,0.00,0.00,6.73690790e-01,5.19619081e-02
8040,4.87822210e-01,1.01650107e-02,0.00,0.00,6.73285721e-01,5.20071790e-02
8042.5,4.87145910e-01,1.00411889e-02,0.00,0.00,6.73076187e-01,5.18465715e-02
8045,4.86469609e-01,9.91743380e-03,0.00,0.00,6.72866481e-01,5.16858840e-02
8047.5,4.85793309e-01,9.79374805e-03,0.00,0.00,6.72656605e-01,5.15251165e-02
8050,4.85117009e-01,9.67013425e-03,0.00,0.00,6.72446558e-01,5.13642690e-02
8052.5,4.84423028e-01,9.53500082e-03,0.00,0.00,6.72228215e-01,5.09536731e-02
8055,4.83729047e-01,9.39995594e-03,0.00,0.00,6.72009791e-01,5.05429677e-02
8057.5,4.83035066e-01,9.26500347e-03,0.00,0.00,6.71791286e-01,5.01321527e-02
8060,4.82341085e-01,9.13014752e-03,0.00,0.00,6.71572700e-01,4.97212282e-02
8062.5,4.81800599e-01,9.08943677e-03,0.00,0.00,6.71094453e-01,5.02631111e-02
8065,4.81260113e-01,9.04874768e-03,0.00,0.00,6.70616123e-01,5.08050803e-02
8067.5,4.80719626e-01,9.00808053e-03,0.00,0.00,6.70137711e-01,5.13471359e-02
8070,4.80179140e-01,8.96743563e-03,0.00,0.00,6.69659216e-01,5.18892778e-02
8072.5,4.79515229e-01,8.84785024e-03,0.00,0.00,6.69516603e-01,5.14931121e-02
8075,4.78851318e-01,8.72835492e-03,0.00,0.00,6.69373838e-01,5.10967458e-02
8077.5,4.78187407e-01,8.60895341e-03,0.00,0.00,6.69230922e-01,5.07001790e-02
8080,4.77523495e-01,8.48964967e-03,0.00,0.00,6.69087854e-01,5.03034117e-02
8082.5,4.76996536e-01,8.45543143e-03,0.00,0.00,6.68856310e-01,5.08932402e-02
8085,4.76469577e-01,8.42123320e-03,0.00,0.00,6.68624277e-01,5.14835883e-02
8087.5,4.75942618e-01,8.38705523e-03,0.00,0.00,6.68391754e-01,5.20744556e-02
8090,4.75415658e-01,8.35289777e-03,0.00,0.00,6.68158742e-01,5.26658423e-02
8092.5,4.74783263e-01,8.25128126e-03,0.00,0.00,6.67794588e-01,5.24298995e-02
8095,4.74150868e-01,8.14975071e-03,0.00,0.00,6.67430452e-01,5.21939698e-02
8097.5,4.73518472e-01,8.04830937e-03,0.00,0.00,6.67066335e-01,5.19580530e-02
8100,4.72886077e-01,7.94696066e-03,0.00,0.00,6.66702237e-01,5.17221492e-02
8102.5,4.72346969e-01,7.90404017e-03,0.00,0.00,6.66432054e-01,5.20906901e-02
8105,4.71807861e-01,7.86114972e-03,0.00,0.00,6.66161546e-01,5.24594654e-02
8107.5,4.71268754e-01,7.81828979e-03,0.00,0.00,6.65890712e-01,5.28284753e-02
8110,4.70729646e-01,7.77546088e-03,0.00,0.00,6.65619552e-01,5.31977196e-02
8112.5,4.70005879e-01,7.61775924e-03,0.00,0.00,6.65394575e-01,5.28665267e-02
8115,4.69282113e-01,7.46029130e-03,0.00,0.00,6.65169486e-01,5.25352207e-02
8117.5,4.68558346e-01,7.30307218e-03,0.00,0.00,6.64944284e-01,5.22038016e-02
8120,4.67834579e-01,7.14611829e-03,0.00,0.00,6.64718969e-01,5.18722693e-02
8122.5,4.67531089e-01,7.24862193e-03,0.00,0.00,6.64079929e-01,5.30556085e-02
8125,4.67227599e-01,7.35117786e-03,0.00,0.00,6.63440735e-01,5.42392075e-02
8127.5,4.66924108e-01,7.45378392e-03,0.00,0.00,6.62801387e-01,5.54230661e-02
8130,4.66620618e-01,7.55643807e-03,0.00,0.00,6.62161886e-01,5.66071840e-02
8132.5,4.66050165e-01,7.49494878e-03,0.00,0.00,6.61673165e-01,5.72188815e-02
8135,4.65479713e-01,7.43352280e-03,0.00,0.00,6.61184279e-01,5.78307517e-02
8137.5,4.64909260e-01,7.37216172e-03,0.00,0.00,6.60695229e-01,5.84427944e-02
8140,4.64338808e-01,7.31086717e-03,0.00,0.00,6.60206013e-01,5.90550097e-02
8142.5,4.63683639e-01,7.19835740e-03,0.00,0.00,6.59997098e-01,5.85827379e-02
8145,4.63028469e-01,7.08602789e-03,0.00,0.00,6.59788056e-01,5.81102832e-02
8147.5,4.62373300e-01,6.97388734e-03,0.00,0.00,6.59578888e-01,5.76376457e-02
8150,4.61718131e-01,6.86194504e-03,0.00,0.00,6.59369592e-01,5.71648254e-02
8152.5,4.60892610e-01,6.64610296e-03,0.00,0.00,6.59130191e-01,5.66359090e-02
8155,4.60067088e-01,6.43096595e-03,0.00,0.00,6.58890694e-01,5.61068397e-02
8157.5,4.59241567e-01,6.21660720e-03,0.00,0.00,6.58651101e-01,5.55776176e-02
8160,4.58416046e-01,6.00311010e-03,0.00,0.00,6.58411413e-01,5.50482426e-02
8162.5,4.57787098e-01,5.91031086e-03,0.00,0.00,6.58119748e-01,5.49554159e-02
8165,4.57158151e-01,5.81776232e-03,0.00,0.00,6.57827873e-01,5.48625399e-02
8167.5,4.56529203e-01,5.72547664e-03,0.00,0.00,6.57535787e-01,5.47696146e-02
8170,4.55900255e-01,5.63346674e-03,0.00,0.00,6.57243492e-01,5.46766400e-02
8172.5,4.55369269e-01,5.60177233e-03,0.00,0.00,6.56588924e-01,5.52350267e-02
8175,4.54838284e-01,5.57015148e-03,0.00,0.00,6.55934427e-01,5.57933498e-02
8177.5,4.54307298e-01,5.53860546e-03,0.00,0.00,6.55280001e-01,5.63516095e-02
8180,4.53776312e-01,5.50713554e-03,0.00,0.00,6.54625646e-01,5.69098057e-02
8182.5,4.53108876e-01,5.39514005e-03,0.00,0.00,6.54228581e-01,5.70232110e-02
8185,4.52441440e-01,5.28362723e-03,0.00,0.00,6.53831326e-01,5.71366545e-02
8187.5,4.51774004e-01,5.17262830e-03,0.00,0.00,6.53433882e-01,5.72501362e-02
8190,4.51106568e-01,5.06217704e-03,0.00,0.00,6.53036249e-01,5.73636562e-02
8192.5,4.50392721e-01,4.92587543e-03,0.00,0.00,6.52747435e-01,5.68115751e-02
8195,4.49678875e-01,4.79049400e-03,0.00,0.00,6.52458528e-01,5.62593536e-02
8197.5,4.48965029e-01,4.65611305e-03,0.00,0.00,6.52169526e-01,5.57069915e-02
8200,4.48251182e-01,4.52282173e-03,0.00,0.00,6.51880431e-01,5.51544891e-02
8202.5,4.47616621e-01,4.43758753e-03,0.00,0.00,6.51188091e-01,5.55961879e-02
8205,4.46982060e-01,4.35295855e-03,0.00,0.00,6.50495896e-01,5.60377826e-02
8207.5,4.46347499e-01,4.26897079e-03,0.00,0.00,6.49803846e-01,5.64792732e-02
8210,4.45712937e-01,4.18566284e-03,0.00,0.00,6.49111939e-01,5.69206595e-02
8212.5,4.45195600e-01,4.16606450e-03,0.00,0.00,6.48579151e-01,5.73376254e-02
8215,4.44678262e-01,4.14656674e-03,0.00,0.00,6.48046228e-01,5.77546836e-02
8217.5,4.44160925e-01,4.12717098e-03,0.00,0.00,6.47513170e-01,5.81718344e-02
8220,4.43643588e-01,4.10787868e-03,0.00,0.00,6.46979977e-01,5.85890775e-02
8222.5,4.43004834e-01,4.02366890e-03,0.00,0.00,6.46356753e-01,5.87603095e-02
8225,4.42366081e-01,3.94028998e-03,0.00,0.00,6.45733657e-01,5.89315003e-02
8227.5,4.41727328e-01,3.85779578e-03,0.00,0.00,6.45110690e-01,5.91026498e-02
8230,4.41088574e-01,3.77624430e-03,0.00,0.00,6.44487851e-01,5.92737581e-02
8232.5,4.40509360e-01,3.72640924e-03,0.00,0.00,6.43840206e-01,5.97282376e-02
8235,4.39930146e-01,3.67704017e-03,0.00,0.00,6.43192630e-01,6.01826661e-02
8237.5,4.39350932e-01,3.62815610e-03,0.00,0.00,6.42545123e-01,6.06370435e-02
8240,4.38771718e-01,3.57977690e-03,0.00,0.00,6.41897685e-01,6.10913698e-02
8242.5,4.38019939e-01,3.44473659e-03,0.00,0.00,6.41595602e-01,6.02183406e-02
8245,4.37268160e-01,3.31320310e-03,0.00,0.00,6.41293528e-01,5.93453414e-02
8247.5,4.36516381e-01,3.18561086e-03,0.00,0.00,6.40991464e-01,5.84723723e-02
8250,4.35764602e-01,3.06245251e-03,0.00,0.00,6.40689409e-01,5.75994332e-02
8252.5,4.35092273e-01,2.98016500e-03,0.00,0.00,6.40050718e-01,5.78445616e-02
8255,4.34419943e-01,2.90060882e-03,0.00,0.00,6.39412166e-01,5.80896278e-02
8257.5,4.33747614e-01,2.82401483e-03,0.00,0.00,6.38773754e-01,5.83346319e-02
8260,4.33075285e-01,2.75063048e-03,0.00,0.00,6.38135482e-01,5.85795737e-02
8262.5,4.32489577e-01,2.71345609e-03,0.00,0.00,6.37594409e-01,5.83759041e-02
8265,4.31903870e-01,2.67743232e-03,0.00,0.00,6.37053465e-01,5.81722915e-02
8267.5,4.31318163e-01,2.64260622e-03,0.00,0.00,6.36512650e-01,5.79687358e-02
8270,4.30732456e-01,2.60902576e-03,0.00,0.00,6.35971964e-01,5.77652369e-02
8272.5,4.30009451e-01,2.53090277e-03,0.00,0.00,6.35473462e-01,5.76587914e-02
8275,4.29286445e-01,2.45968809e-03,0.00,0.00,6.34975003e-01,5.75523562e-02
8277.5,4.28563440e-01,2.39599777e-03,0.00,0.00,6.34476587e-01,5.74459316e-02
8280,4.27840434e-01,2.34044619e-03,0.00,0.00,6.33978215e-01,5.73395174e-02
8282.5,4.27176158e-01,2.30498951e-03,0.00,0.00,6.33446430e-01,5.71050049e-02
8285,4.26511881e-01,2.27474608e-03,0.00,0.00,6.32914775e-01,5.68705596e-02
8287.5,4.25847605e-01,2.24992613e-03,0.00,0.00,6.32383247e-01,5.66361816e-02
8290,4.25183328e-01,2.23071071e-03,0.00,0.00,6.31851848e-01,5.64018708e-02
8292.5,4.24674763e-01,2.23241655e-03,0.00,0.00,6.31244267e-01,5.67122087e-02
8295,4.24166198e-01,2.23421544e-03,0.00,0.00,6.30636762e-01,5.70225057e-02
8297.5,4.23657633e-01,2.23610713e-03,0.00,0.00,6.30029333e-01,5.73327617e-02
8300,4.23149068e-01,2.23809140e-03,0.00,0.00,6.29421978e-01,5.76429766e-02
8302.5,4.22536856e-01,2.23137588e-03,0.00,0.00,6.28787022e-01,5.78892931e-02
8305,4.21924644e-01,2.22741674e-03,0.00,0.00,6.28152196e-01,5.81355519e-02
8307.5,4.21312432e-01,2.22622868e-03,0.00,0.00,6.27517501e-01,5.83817530e-02
8310,4.20700221e-01,2.22781614e-03,0.00,0.00,6.26882935e-01,5.86278964e-02
8312.5,4.20059219e-01,2.23282540e-03,0.00,0.00,6.26367294e-01,5.81602083e-02
8315,4.19418218e-01,2.24184816e-03,0.00,0.00,6.25851798e-01,5.76926860e-02
8317.5,4.18777217e-01,2.25483624e-03,0.00,0.00,6.25336446e-01,5.72253296e-02
8320,4.18136215e-01,2.27172164e-03,0.00,0.00,6.24821240e-01,5.67581392e-02
8322.5,4.17532614e-01,2.28811115e-03,0.00,0.00,6.24106186e-01,5.70299384e-02
8325,4.16929012e-01,2.30642512e-03,0.00,0.00,6.23391355e-01,5.73016333e-02
8327.5,4.16325410e-01,2.32661810e-03,0.00,0.00,6.22676746e-01,5.75732239e-02
8330,4.15721808e-01,2.34864162e-03,0.00,0.00,6.21962360e-01,5.78447102e-02
8332.5,4.15166790e-01,2.36326916e-03,0.00,0.00,6.21271242e-01,5.84650435e-02
8335,4.14611773e-01,2.37830549e-03,0.00,0.00,6.20580118e-01,5.90853831e-02
8337.5,4.14056755e-01,2.39374290e-03,0.00,0.00,6.19888988e-01,5.97057288e-02
8340,4.13501737e-01,2.40957368e-03,0.00,0.00,6.19197852e-01,6.03260806e-02
8342.5,4.12930075e-01,2.42906828e-03,0.00,0.00,6.18642712e-01,6.02860298e-02
8345,4.12358413e-01,2.44916546e-03,0.00,0.00,6.18087577e-01,6.02459801e-02
8347.5,4.11786751e-01,2.46985049e-03,0.00,0.00,6.17532447e-01,6.02059314e-02
8350,4.11215089e-01,2.49110872e-03,0.00,0.00,6.16977322e-01,6.01658838e-02
8352.5,4.10521869e-01,2.54303526e-03,0.00,0.00,6.16221559e-01,6.05544174e-02
8355,4.09828649e-01,2.59929275e-03,0.00,0.00,6.15465976e-01,6.09428451e-02
8357.5,4.09135428e-01,2.65960637e-03,0.00,0.00,6.14710574e-01,6.13311671e-02
8360,4.08442208e-01,2.72370667e-03,0.00,0.00,6.13955352e-01,6.17193832e-02
8362.5,4.07591890e-01,2.84404436e-03,0.00,0.00,6.13937918e-01,6.00218774e-02
8365,4.06741572e-01,2.97473859e-03,0.00,0.00,6.13920385e-01,5.83234488e-02
8367.5,4.05891255e-01,3.11448586e-03,0.00,0.00,6.13902751e-01,5.66240983e-02
8370,4.05040937e-01,3.26212289e-03,0.00,0.00,6.13885017e-01,5.49238266e-02
8372.5,4.04373707e-01,3.33327055e-03,0.00,0.00,6.13105283e-01,5.52896232e-02
8375,4.03706477e-01,3.40558145e-03,0.00,0.00,6.12325729e-01,5.56553240e-02
8377.5,4.03039248e-01,3.47898306e-03,0.00,0.00,6.11546356e-01,5.60209291e-02
8380,4.02372018e-01,3.55340777e-03,0.00,0.00,6.10767164e-01,5.63864385e-02
8382.5,4.01806530e-01,3.57985516e-03,0.00,0.00,6.10269676e-01,5.67483207e-02
8385,4.01241042e-01,3.60635572e-03,0.00,0.00,6.09771706e-01,5.71104371e-02
8387.5,4.00675554e-01,3.63290827e-03,0.00,0.00,6.09273254e-01,5.74727878e-02
8390,4.00110066e-01,3.65951168e-03,0.00,0.00,6.08774321e-01,5.78353727e-02
8392.5,3.99488352e-01,3.70965464e-03,0.00,0.00,6.07914093e-01,5.79676412e-02
8395,3.98866637e-01,3.76008814e-03,0.00,0.00,6.07054267e-01,5.80998217e-02
8397.5,3.98244923e-01,3.81080065e-03,0.00,0.00,6.06194844e-01,5.82319142e-02
8400,3.97623208e-01,3.86178118e-03,0.00,0.00,6.05335823e-01,5.83639187e-02
8402.5,3.96869468e-01,3.97655696e-03,0.00,0.00,6.04777410e-01,5.84520066e-02
8405,3.96115728e-01,4.09298821e-03,0.00,0.00,6.04218750e-01,5.85401234e-02
8407.5,3.95361988e-01,4.21093761e-03,0.00,0.00,6.03659844e-01,5.86282690e-02
8410,3.94608248e-01,4.33028110e-03,0.00,0.00,6.03100692e-01,5.87164434e-02
8412.5,3.93963323e-01,4.39273086e-03,0.00,0.00,6.02754075e-01,5.83843036e-02
8415,3.93318399e-01,4.45543645e-03,0.00,0.00,6.02407030e-01,5.80519002e-02
8417.5,3.92673474e-01,4.51838722e-03,0.00,0.00,6.02059557e-01,5.77192331e-02
8420,3.92028550e-01,4.58157308e-03,0.00,0.00,6.01711655e-01,5.73863026e-02
8422.5,3.91475511e-01,4.59328411e-03,0.00,0.00,6.00843973e-01,5.80108452e-02
8425,3.90922473e-01,4.60500090e-03,0.00,0.00,5.99976440e-01,5.86352728e-02
8427.5,3.90369434e-01,4.61672340e-03,0.00,0.00,5.99109057e-01,5.92595851e-02
8430,3.89816396e-01,4.62845156e-03,0.00,0.00,5.98241823e-01,5.98837823e-02
8432.5,3.89476241e-01,4.52728338e-03,0.00,0.00,5.97474917e-01,6.15845916e-02
8435,3.89136087e-01,4.42752267e-03,0.00,0.00,5.96706953e-01,6.32870662e-02
8437.5,3.88795932e-01,4.32926674e-03,0.00,0.00,5.95937931e-01,6.49912057e-02
8440,3.88455777e-01,4.23262037e-03,0.00,0.00,5.95167852e-01,6.66970098e-02
8442.5,3.87646586e-01,4.36943425e-03,0.00,0.00,5.94932437e-01,6.56466854e-02
8445,3.86837395e-01,4.50823602e-03,0.00,0.00,5.94696769e-01,6.45957133e-02
8447.5,3.86028204e-01,4.64884762e-03,0.00,0.00,5.94460847e-01,6.35440937e-02
8450,3.85219013e-01,4.79110972e-03,0.00,0.00,5.94224670e-01,6.24918269e-02
8452.5,3.84385917e-01,4.94645005e-03,0.00,0.00,5.93918002e-01,6.23307009e-02
8455,3.83552821e-01,5.10342608e-03,0.00,0.00,5.93610642e-01,6.21693625e-02
8457.5,3.82719725e-01,5.26189140e-03,0.00,0.00,5.93302592e-01,6.20078117e-02
8460,3.81886629e-01,5.42171544e-03,0.00,0.00,5.92993850e-01,6.18460484e-02
8462.5,3.81160349e-01,5.52030516e-03,0.00,0.00,5.92632105e-01,6.13925619e-02
8465,3.80434069e-01,5.61928261e-03,0.00,0.00,5.92269958e-01,6.09387428e-02
8467.5,3.79707789e-01,5.71862765e-03,0.00,0.00,5.91907408e-01,6.04845911e-02
8470,3.78981509e-01,5.81832146e-03,0.00,0.00,5.91544455e-01,6.00301070e-02
8472.5,3.78309929e-01,5.88409636e-03,0.00,0.00,5.91243789e-01,5.97851272e-02
8475,3.77638350e-01,5.94998822e-03,0.00,0.00,5.90942443e-01,5.95398463e-02
8477.5,3.76966771e-01,6.01599321e-03,0.00,0.00,5.90640417e-01,5.92942645e-02
8480,3.76295191e-01,6.08210765e-03,0.00,0.00,5.90337711e-01,5.90483817e-02
8482.5,3.75698851e-01,6.10418873e-03,0.00,0.00,5.86532922e-01,5.95732710e-02
8485,3.75102510e-01,6.12627342e-03,0.00,0.00,5.82736944e-01,6.00900476e-02
8487.5,3.74506169e-01,6.14836168e-03,0.00,0.00,5.78949778e-01,6.05987114e-02
8490,3.73909828e-01,6.17045347e-03,0.00,0.00,5.75171424e-01,6.10992624e-02
8492.5,3.73140694e-01,6.28881236e-03,0.00,0.00,5.75176973e-01,5.96488037e-02
8495,3.72371559e-01,6.40757644e-03,0.00,0.00,5.75182130e-01,5.81966082e-02
8497.5,3.71602425e-01,6.52672359e-03,0.00,0.00,5.75186894e-01,5.67426769e-02
8500,3.70833290e-01,6.64623320e-03,0.00,0.00,5.75191267e-01,5.52870110e-02
8502.5,3.70224675e-01,6.66852737e-03,0.00,0.00,5.74605014e-01,5.64280033e-02
8505,3.69616059e-01,6.69082429e-03,0.00,0.00,5.74017510e-01,5.75704372e-02
8507.5,3.69007444e-01,6.71312393e-03,0.00,0.00,5.73428754e-01,5.87143124e-02
8510,3.68398828e-01,6.73542628e-03,0.00,0.00,5.72838747e-01,5.98596290e-02
8512.5,3.67797183e-01,6.75097370e-03,0.00,0.00,5.72218435e-01,5.99878600e-02
8515,3.67195538e-01,6.76652252e-03,0.00,0.00,5.71597830e-01,6.01161382e-02
8517.5,3.66593893e-01,6.78207273e-03,0.00,0.00,5.70976932e-01,6.02444634e-02
8520,3.65992249e-01,6.79762431e-03,0.00,0.00,5.70355741e-01,6.03728358e-02
8522.5,3.65207618e-01,6.91333824e-03,0.00,0.00,5.70073802e-01,5.96037938e-02
8525,3.64422987e-01,7.02935095e-03,0.00,0.00,5.69791405e-01,5.88340686e-02
8527.5,3.63638356e-01,7.14564788e-03,0.00,0.00,5.69508549e-01,5.80636605e-02
8530,3.62853725e-01,7.26221536e-03,0.00,0.00,5.69225234e-01,5.72925697e-02
8532.5,3.62251773e-01,7.27023285e-03,0.00,0.00,5.68376252e-01,5.83850633e-02
8535,3.61649821e-01,7.27825300e-03,0.00,0.00,5.67526799e-01,5.94780747e-02
8537.5,3.61047868e-01,7.28627582e-03,0.00,0.00,5.66676876e-01,6.05716036e-02
8540,3.60445916e-01,7.29430129e-03,0.00,0.00,5.65826483e-01,6.16656499e-02
8542.5,3.59916402e-01,7.25606944e-03,0.00,0.00,5.65532183e-01,6.13158894e-02
8545,3.59386888e-01,7.21791170e-03,0.00,0.00,5.65237088e-01,6.09656527e-02
8547.5,3.58857374e-01,7.17982927e-03,0.00,0.00,5.64941197e-01,6.06149397e-02
8550,3.58327860e-01,7.14182335e-03,0.00,0.00,5.64644510e-01,6.02637506e-02
8552.5,3.57691164e-01,7.16273366e-03,0.00,0.00,5.63907418e-01,6.10172984e-02
8555,3.57054468e-01,7.18364633e-03,0.00,0.00,5.63169725e-01,6.17713262e-02
8557.5,3.56417771e-01,7.20456136e-03,0.00,0.00,5.62431430e-01,6.25258339e-02
8560,3.55781075e-01,7.22547871e-03,0.00,0.00,5.61692533e-01,6.32808215e-02
8562.5,3.55223244e-01,7.19673749e-03,0.00,0.00,5.61052233e-01,6.37628819e-02
8565,3.54665413e-01,7.16804805e-03,0.00,0.00,5.60411233e-01,6.42453109e-02
8567.5,3.54107581e-01,7.13941102e-03,0.00,0.00,5.59769533e-01,6.47281084e-02
8570,3.53549750e-01,7.11082703e-03,0.00,0.00,5.59127134e-01,6.52112745e-02
8572.5,3.52737631e-01,7.22647976e-03,0.00,0.00,5.58810498e-01,6.42254366e-02
